Region_of_Residence,Age,Gender,Monthly_Grocery_Budget,Employment_Status,HH_Income,Total_Kids_inHH,Number_Stores_ShoppedAtPast4Weeks,Year,DemoWeight,BANNER_KEY,BANNER_ShareOfWallet,BANNER_InStoreVisits,BANNER_DeliveryVisits,BANNER_PickUpVisits,BANNER_Recommend,BANNER_Trust,BANNER_UsefulInfo,BANNER_DiscountsCouponsRelevance,BANNER_RightVarietyofProducts,BANNER_QualityProducts,BANNER_CheckOut,BANNER_Staff,BANNER_CleanStore,BANNER_Rewards,BANNER_Location,BANNER_SpeedofShop,BANNER_OnlineShopping,BANNER_OneStopShop,BANNER_OutofStocks,BANNER_NaturalOrganicVariety,BANNER_NewDifferentVariety,BANNER_Fun,BANNER_LocalVariety,BANNER_CommunityConnection,BANNER_BasePrices,BANNER_Tech,BANNER_Advertising,BANNER_BetterForYou,BANNER_LoyaltySaves,BANNER_PrivateBrandSaves,BANNER_DiscountPrevalence,BANNER_DiscountDepth,BANNER_Sustainability,BANNER_Employees,BANNER_Values
 ,5,2,350,1,5,2,3,2020,.78,61,10,1,0,0,4,4,3,1,4,3,2,1,4,1,4,2,4,4,4,4,3,3,4,4,4, , , , , , , , , , 
 ,2,2,400,5,3,4,7,2020,4.46,4,25,4,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5, , , , , , , , , , 
 ,6,2,300,1,4,1,4,2020,.48,61,1,1,0,0,5,3,3,2,3,2,2,3,4,2,3,3,4,5,5,4,3,4,3,3,2, , , , , , , , , , 
 ,2,2,250,2,2,1,2,2020,4.24,31,15,1,0,0,4,4,3,3,4,5,4,3,5,1,2,5,3,5,3,5,5,3,5,3,3, , , , , , , , , , 
 ,5,2,570,1,5,2,6,2020,1.2,2,10,2,2,0,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5, , , , , , , , , , 
 ,5,2,450,3,1,1,6,2020,1.33,31,50,2,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5, , , , , , , , , , 
 ,5,2,450,3,1,1,6,2020,1.33,61,25,1,0,0,5,5,3,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5, , , , , , , , , , 
 ,3,2,300,1,5,1,1,2020,1.38,61,45,15,0,5,5,5,3,3,3,4,4,3,4,2,5,3,4,3,4,3,3,3,3,3,4, , , , , , , , , , 
 ,2,2,600,5,5,2,2,2020,3,15,2,1,0,0,3,3,3,4,3,3,3,3,4,4,5,4,3,4,4,2,3,3,3,3,2, , , , , , , , , , 
 ,4,2,150,1,5,3,6,2020,.66,5,14,4,4,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5, , , , , , , , , , 
 ,6,2,400,2,6,1,3,2020,1.17,31,40,4,0,0,5,5,5,5,5,5,5,4,5,5,5,5,4,5,4,4,4,5,2,3,4, , , , , , , , , , 
 ,5,2,100,1,5,1,2,2020,.78,3,10,2,0,0,5,5,3,4,4,4,5,4,5,3,5,5,3,1,5,4,4,4,4,4,4, , , , , , , , , , 
 ,5,2,100,1,5,1,2,2020,.78,15,10,2,0,0,5,5,4,5,4,4,5,4,5,5,5,5,3,1,5,4,4,4,4,4,2, , , , , , , , , , 
 ,3,2,1000,1,7,3,3,2020,1.86,4,15,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5, , , , , , , , , , 
 ,3,2,1000,1,7,3,3,2020,1.86,10,20,1,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5, , , , , , , , , , 
 ,6,2,600,5,6,2,2,2020,.77,4,10,1,1,0,5,4,3,3,5,5,5,3,3,2,5,5,5,5,2,5,5,5,3,3,3, , , , , , , , , , 
 ,5,2,300,1,2,1,2,2020,1.37,31,50,5,0,0,4,5,3,3,4,5,4,4,4,4,4,4,4,4,4,4,4,4,2,3,2, , , , , , , , , , 
 ,5,2,400,5,5,3,2,2020,.61,3,5,1,0,0,4,4,3,3,4,4,4,3,4,3,4,4,3,3,3,3,4,3,1,3,5, , , , , , , , , , 
 ,5,2,400,5,5,3,2,2020,.61,10,40,1,0,0,5,4,5,4,4,5,4,3,5,4,4,4,4,3,3,3,4,5,1,3,4, , , , , , , , , , 
 ,4,2,1500,2,2,1,5,2020,.95,13,20,3,3,0,4,5,4,2,3,4,3,2,3,2,3,4,3,3,5,4,3,4,4,4,5, , , , , , , , , , 
 ,6,2,300,2,2,3,3,2020,.91,13,15,2,0,0,5,5,5,3,5,3,5,5,5,1,5,5,5,5,5,3,3,3,5,5,1, , , , , , , , , , 
 ,3,2,200,1,2,1,3,2020,1.31,15,15,3,0,0,4,3,3,3,4,3,3,3,3,3,4,3,3,2,3,3,3,3,4,4,3, , , , , , , , , , 
 ,3,2,500,5,7,1,9,2020,1.86,4,3,4,6,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5, , , , , , , , , , 
 ,4,2,200,2,4,2,6,2020,.58,1,20,1,0,2,2,3,1,3,4,3,4,3,4,1,2,4,3,4,2,5,5,3,4,2,1, , , , , , , , , , 
 ,4,2,200,2,4,2,6,2020,.58,8,5,1,0,1,4,3,1,2,5,4,4,3,3,1,2,2,3,5,2,5,5,4,3,2,3, , , , , , , , , , 
 ,3,2,400,1,6,1,2,2020,1.62,3,30,5,3,2,4,4,4,4,5,5,4,4,4,5,4,5,5,4,1,4,4,4,4,5,5, , , , , , , , , , 
 ,3,2,400,1,6,1,2,2020,1.62,4,20,3,2,2,5,5,5,4,4,4,5,4,5,4,5,4,4,5,1,5,5,5,5,3,4, , , , , , , , , , 
 ,5,2,400,1,2,2,2,2020,.76,61,40,3,0,0,4,3,4,3,4,3,4,3,4,2,4,3,3,3,4,3,4,3,3,4,3, , , , , , , , , , 
 ,2,2,200,2,2,1,6,2020,3.13,61,30,1,0,0,5,4,3,4,4,4,3,3,4,3,5,3,3,4,2,3,3,3,2,3,4, , , , , , , , , , 
 ,2,2,400,3,2,1,3,2020,4.95,61,50,5,0,1,5,3,2,1,3,3,2,3,3,1,5,4,2,3,4,3,3,4,4,3,3, , , , , , , , , , 
 ,3,2,500,1,6,3,7,2020,1.3,8,10,1,1,1,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,3,4,4,4,3,3, , , , , , , , , , 
 ,4,2,550,1,5,3,3,2020,.89,14,25,4,0,0,5,4,3,4,4,4,4,4,5,4,4,4,3,5,2,4,4,3,3,4,3, , , , , , , , , , 
 ,6,2,300,6,1,1,2,2020,.84,1,100,3,0,0,4,4,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,4,3, , , , , , , , , , 
 ,4,2,250,6,1,3,1,2020,2.5,4,5,1,0,10,1,1,1,3,3,1,1,1,1,1,3,1,1,3,5,3,1,1,5,1,3, , , , , , , , , , 
 ,3,2,500,1,7,3,2,2020,2.78,4,5,1,1,0,4,3,3,2,4,3,5,3,3,2,3,3,5,4,3,3,4,3,1,2,3, , , , , , , , , , 
 ,4,2,400,1,2,2,2,2020,.81,15,40,2,0,2,3,3,2,3,4,3,2,3,3,1,5,2,3,4,4,3,2,3,2,3,2, , , , , , , , , , 
 ,5,2,240,5,3,1,2,2020,.71,7,5,1,0,0,5,5,3,5,5,5,4,3,5,5,5,5,3,5,3,3,5,5,5,3,5, , , , , , , , , , 
 ,5,2,300,2,2,2,2,2020,.89,15,20,1,0,0,5,5,5,5,5,5,5,5,5,5,5,4,3,2,5,5,5,5,5,5,5, , , , , , , , , , 
 ,5,2,200,1,3,1,4,2020,.8,3,90,8,0,0,5,5,3,3,4,4,5,4,5,3,5,5,3,4,2,4,4,5,3,3,5, , , , , , , , , , 
 ,6,2,200,4,3,1,3,2020,.51,1,20,1,0,0,4,4,3,4,4,4,4,3,4,4,4,4,4,4,2,4,4,3,4,3,3, , , , , , , , , , 
 ,6,2,200,4,3,1,3,2020,.51,3,10,1,0,0,4,3,3,2,3,3,4,3,3,2,5,5,3,3,3,3,3,3,3,3,4, , , , , , , , , , 
 ,3,2,223,1,3,1,4,2020,1.72,9, ,1,1,1,5,5,4,3,4,5,5,1,1,1,5,4,4,3,4,3,3,3,2,1,3, , , , , , , , , , 
 ,4,2,400,5,2,2,2,2020,.95,4,20,4,2,0,5,4,4,5,4,4,5,3,5,4,5,5,5,3,4,4,4,4,3,3,4, , , , , , , , , , 
 ,5,2,500,1,3,2,8,2020,.62,1,25,2,1,0,3,3,3,3,3,3,3,3,3,2,4,3,3,3,3,3,3,3,3,3,2, , , , , , , , , , 
 ,5,2,500,1,3,2,8,2020,.62,61,50,2,1,0,4,3,3,3,3,3,1,1,1,1,4,3,3,3,3,3,3,3,3,3,4, , , , , , , , , , 
 ,5,2,300,6,3,1,8,2020,.78,61,10,2,1,0,4,3,3,2,4,3,4,2,3,3,5,2,5,5,3,3,4,3,2,2,4, , , , , , , , , , 
 ,4,2,450,1,2,2,3,2020,1.03,61,70,5,0,0,4,4,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4, , , , , , , , , , 
 ,4,2,400,1,2,2,3,2020,1.01,61,25,2,0,0,5,5,3,3,4,3,1,3,3,1,5,1,4,5,4,4,5,3,1,5,3, , , , , , , , , , 
 ,5,2,500,5,2,2,13,2020,.98,4,10,1,1,0,5,5,4,5,5,4,5,3,3,5,3,4,5,5,3,3,5,3,3,4,4, , , , , , , , , , 
 ,4,2,350,1,4,1,1,2020,.89,31,45,1,1,0,3,3,3,3,3,4,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3, , , , , , , , , , 
 ,5,2,500,5,4,3,4,2020,1.03,31,25,100,0,0,4,2,4,3,3,3,3,3,3,4,4,4,3,3,3,2,4,3,4,4,4, , , , , , , , , , 
 ,4,2,200,1,5,2,4,2020,.66,4,10,2,2,0,5,5,4,2,5,4,5,5,3,1,3,3,5,5,4,3,5,5,1,3,4, , , , , , , , , , 
 ,3,2,250,1,3,1,4,2020,1.09,4,20,1,1,1,4,4,5,5,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4, , , , , , , , , , 
 ,5,2,400,1,5,2,4,2020,1.05,31,100,4,0,0,5,5,1,3,5,5,5,3,5,5,5,3,3,4,1,3,1,3,3,3,4, , , , , , , , , , 
 ,4,2,550,1,2,2,3,2020,.76,15,10,100,0,0,5,5,5,5,3,5,1,3,5,3,5,1,3,1,5,5,5,3,3,5,5, , , , , , , , , , 
 ,4,2,550,1,2,2,3,2020,.76,31,70,20,0,4,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,3,5,3, , , , , , , , , , 
 ,4,2,600,1,3,1,2,2020,1.11,3,60,4,0,0,5,5,4,4,1,4,5,5,4,1,5,5,5,1,5,4,4,2,1,5,5, , , , , , , , , , 
 ,6,2,250,2,3,1,4,2020,.51,3,15,3,0,0,5,5,3,1,5,4,4,4,4,3,4,5,3,3,3,4,4,4,2,3,4, , , , , , , , , , 
 ,4,2,100,1,2,3,3,2020,1.17,31,50,100,0,0,5,4,4,5,2,4,4,5,4,5,4,4,4,4,4,3,3,2,2,3,4, , , , , , , , , , 
 ,4,2,275,5,1,3,3,2020,1.06,31,100,3,0,0,5,5,2,3,5,4,5,5,5,5,5,5,4,5,4,3,4,5,3,3,2, , , , , , , , , , 
 ,4,2,275,5,1,3,3,2020,1.06,61, ,1,0,0,5,4,5,2,4,5,3,1,5,1,3,2,3,3,5,3,3,5,3,5,2, , , , , , , , , , 
 ,5,2,250,1,3,1,2,2020,1.23,10,30,1,0,0,5,5,5,3,4,5,5,5,5,4,3,3,5,4,1,5,4,5,3,3,3, , , , , , , , , , 
 ,5,2,50,1,1,2,3,2020,1.4,15,90,2,0,0,3,3,5,3,5,3,3,3,3,4,5,5,3,3,3,3,5,3,3,3,3, , , , , , , , , , 
 ,4,2,46,2,3,2,3,2020,.86,6,10,2,1,1,3,3,4,4,3,4,5,3,4,5,3,3,3,4,4,2,3,5,4,4,3, , , , , , , , , , 
 ,5,2,300,1,3,1,3,2020,.62,61,75,2,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3, , , , , , , , , , 
 ,3,2,600,1,3,2,3,2020,1.72,10,20,1,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5, , , , , , , , , , 
 ,5,2,600,1,5,1,4,2020,.58,3,10,1,0,0,3,3,3,3,3,2,3,3,4,1,4,4,3,3,3,3,3,3,1,4,3, , , , , , , , , , 
 ,5,2,287,7,2,3,2,2020,1.43,4,30,2,0,2,4,4,3,3,4,4,5,3,3,1,5,5,5,3,3,5,5,3,1,5,3, , , , , , , , , , 
 ,5,2,287,7,2,3,2,2020,1.43,61,20,1,0,0,4,4,3,3,5,4,5,3,5,1,5,3,5,5,5,5,5,5,1,3,4, , , , , , , , , , 
 ,5,2,300,7,1,1,3,2020,1.34,6,15,2,2,0,5,5,2,5,5,5,5,5,5,5,1,5,5,5,1,5,5,5,5,4,4, , , , , , , , , , 
 ,4,2,600,1,3,2,8,2020,.73,8,10,1,1,0,5,5,3,5,5,5,5,5,5,5,5,5,3,1,5,4,5,5,1,5,5, , , , , , , , , , 
 ,5,2,150,1,2,1,4,2020,1.17,61,50,4,0,0,5,3,3,4,4,4,5,5,5,5,5,5,3,5,4,3,3,3,3,4,4, , , , , , , , , , 
 ,3,2,350,1,4,4,2,2020,.88,31,20,1,1,0,5,5,4,4,5,5,5,4,5,4,4,5,5,4,4,4,4,5,4,4,4, , , , , , , , , , 
 ,5,2,1000,4,7,1,1,2020,2.77,9,10,1,0,0,5,5,5,5,4,5,5,5,5,5,2,4,3,2,5,5,5,4,5,5,5, , , , , , , , , , 
 ,4,2,100,1,3,1,3,2020,.87,31,50,3,0,0,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5, , , , , , , , , , 
 ,4,2,550,5,4,3,4,2020,.89,31,80,2,1,1,5,4,5,5,4,5,4,4,4,5,4,4,5,3,3,3,4,4,3,4,3, , , , , , , , , , 
 ,3,2,450,2,2,1,3,2020,1.99,61,20,6,0,1,4,4,3,5,5,5,5,3,5,1,5,3,5,5,4,5,5,3,3,3,5, , , , , , , , , , 
 ,5,2,80,1,2,1,3,2020,1.37,61,10,1,0,0,5,4,3,2,3,2,3,3,3,2,5,3,2,3,4,2,4,5,3,3,4, , , , , , , , , , 
 ,4,2,1300,1,6,5,4,2020,.7,4,30,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5, , , , , , , , , , 
 ,5,2,85,1,2,1,4,2020,.76,1,15,2,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3, , , , , , , , , , 
 ,3,2,350,1,4,1,3,2020,.73,1,10,2,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5, , , , , , , , , , 
 ,3,2,350,1,4,1,3,2020,.73,5, ,1,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5, , , , , , , , , , 
 ,5,2,255,1,4,1,3,2020,.71,8,75,1,0,0,4,5,4,5,4,5,5,5,5,5,5,5,5,5,4,5,4,5,4,3,4, , , , , , , , , , 
 ,3,2,400,1,2,2,3,2020,1.26,1,10,2,2,2,5,5,4,4,4,4,5,4,5,5,5,5,5,4,5,5,5,4,5,4,4, , , , , , , , , , 
 ,5,2,100,5,3,1,4,2020,.81,3,35,1,0,0,4,3,1,1,3,3,2,2,3,1,2,3,1,1,3,1,3,3,1,2,5, , , , , , , , , , 
 ,5,2,56,5,1,6,4,2020,1.24,4,30,100,20,10,1,5,5,4,3,3,1,3,1,4,4,3,1,5,4,4,4,2,5,5,3, , , , , , , , , , 
 ,4,2,650,6,1,3,3,2020,1.06,61,20,6,0,0,3,3,4,3,4,2,2,3,5,4,5,2,5,3,4,4,4,3,1,3,2, , , , , , , , , , 
 ,4,2,1000,1,4,2,4,2020,.76,31,78,100,0,0,5,4,5,5,5,5,2,4,5,5,5,3,5,5,5,5,4,4,4,5,5, , , , , , , , , , 
 ,3,2,600,2,3,3,2,2020,.83,3,25,1,0,1,5,5,5,4,5,5,5,5,5,3,5,5,5,4,3,5,5,5,3,5,5, , , , , , , , , , 
 ,5,2,300,6,1,2,6,2020,1.24,61,50,4,0,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4, , , , , , , , , , 
 ,3,2,550,2,2,3,6,2020,1.91,61,40,4,0,0,3,3,3,3,3,4,2,2,2,3,3,2,3,4,3,4,3,2,3,3,4, , , , , , , , , , 
 ,3,2,500,1,7,1,7,2020,2.22,7,5,3,0,0,4,4,3,3,4,4,3,3,4,3,4,4,3,1,3,4,4,2,5,4,2, , , , , , , , , , 
 ,4,2,150,1,2,4,3,2020,.74,4, ,2,2,0,3,4,3,5,3,3,5,2,1,2,1,1,3,2,2,1,2,5,2,3,4, , , , , , , , , , 
 ,5,2,200,6,1,1,1,2020,1.14,3,25,1,0,0,5,5,4,5,5,5,5,5,5,3,5,5,3,3,3,4,5,5,5,5,5, , , , , , , , , , 
 ,4,2,500,2,4,3,5,2020,.64,15,60,8,0,0,4,5,4,5,4,4,4,5,5,5,5,4,5,4,2,4,4,5,4,5,4, , , , , , , , , , 
 ,5,2,250,6,1,2,10,2020,1.24,4,10,1,2,0,5,5,4,5,5,5,5,4,5,4,1,5,5,5,1,5,5,4,5,3,5, , , , , , , , , , 
 ,5,2,250,6,1,2,10,2020,1.24,5,10,1,1,0,4,5,5,5,5,5,5,3,5,5,1,5,5,5,1,5,5,5,5,3,5, , , , , , , , , , 
 ,4,2,350,5,2,3,6,2020,1.37,5,10,3,2,0,5,5,4,5,5,4,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5, , , , , , , , , , 
 ,6,2,120,6,1,1,3,2020,1.35,61,50,1,0,0,4,4,3,3,4,3,3,3,5,1,3,3,3,5,3,5,4,3,3,3,5, , , , , , , , , , 
 ,4,2,2,1,3,1,3,2020,.69,3,40,4,0,0,4,4,4,4,4,4,4,4,4,3,4,4,4,4,1,4,4,4,3,4,4, , , , , , , , , , 
 ,4,2,2,1,3,1,3,2020,.69,10,20,1,0,0,4,4,4,4,4,4,4,4,4,3,4,4,4,4,1,4,4,4,3,4,4, , , , , , , , , , 
 ,5,2,500,1,6,1,3,2020,1.25,31,40,4,0,1,5,5,5,5,5,4,5,5,5,5,5,5,5,5,3,5,4,5,4,5,5, , , , , , , , , , 
 ,3,2,200,1,3,2,5,2020,1.72,10,50,1,1,1,3,3,2,3,3,4,3,2,3,3,3,4,2,3,3,2,3,3,2,3,2, , , , , , , , , , 
 ,3,2,200,1,3,2,5,2020,1.72,31,30,1,1,1,4,3,3,3,2,3,3,3,3,4,3,2,3,2,3,3,3,4,3,3,4, , , , , , , , , , 
 ,5,2,600,1,2,1,5,2020,1.17,31,10,1,0,0,4,3,2,1,4,4,4,2,5,4,5,4,5,5,5,3,2,1,4,3,2, , , , , , , , , , 
 ,5,2,600,1,2,1,5,2020,1.17,61,80,4,0,0,4,3,1,1,5,4,4,2,4,2,5,4,5,5,5,3,2,1,4,3,3, , , , , , , , , , 
 ,5,2,500,1,5,3,4,2020,.78,31,80,5,0,0,4,4,5,5,4,4,2,4,3,5,4,3,2,4,3,3,4,3,2,3,3, , , , , , , , , , 
 ,5,2,500,1,5,3,4,2020,.78,61,10,1,0,0,4,3,2,4,4,3,2,3,3,2,4,3,2,5,3,3,4,3,2,3,4, , , , , , , , , , 
 ,5,2,150,1,2,1,6,2020,.89,31,94,100,0,0,5,5,5,5,4,4,4,4,5,5,5,5,3,5,2,4,4,4,4,4,4, , , , , , , , , , 
 ,3,2,350,1,7,1,4,2020,2.52,43,60,3,0,0,3,3,3,4,5,3,2,2,2,4,4,2,3,5,2,4,4,4,2,2,2, , , , , , , , , , 
 ,3,2,50,1,1,1,4,2020,2.49,31,50,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5, , , , , , , , , , 
 ,3,2,1200,1,5,3,1,2020,1.02,31,90,4,0,1,5,5,5,5,5,5,3,5,4,5,5,4,3,5,3,3,4,4,4,5,4, , , , , , , , , , 
 ,4,2,1000,1,5,3,4,2020,.93,15,5,1,0,0,4,4,2,5,5,4,3,3,3,2,5,4,3,2,3,3,3,3,4,4,3, , , , , , , , , , 
 ,5,2,200,1,3,3,7,2020,1.08,31,40,4,0,0,4,4,3,5,4,4,5,3,4,4,4,4,5,3,5,5,5,3,3,3,3, , , , , , , , , , 
 ,5,2,250,6,1,1,9,2020,2.04,31,20,1,0,0,4,4,3,4,3,3,3,3,3,4,4,3,4,3,4,3,3,3,3,3,3, , , , , , , , , , 
 ,4,2,200,7,1,1,3,2020,.89,3,50,3,0,0,5,5,5,3,5,5,5,5,5,1,5,5,5,5,4,5,5,5,5,4,5, , , , , , , , , , 
 ,4,2,400,6,2,1,4,2020,.74,5,10,1,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5, , , , , , , , , , 
 ,5,2,392,6,1,1,4,2020,1.33,3, ,1,0,0,2,3,3,3,3,3,3,4,3,3,3,3,3,4,3,3,4,3,4,3,3, , , , , , , , , , 
 ,4,2,400,1,5,1,4,2020,.93,10,40,1,0,0,5,4,5,4,3,5,2,3,4,5,5,5,4,5,4,3,5,5,1,3,5, , , , , , , , , , 
 ,4,2,400,5,3,4,7,2020,.64,61,30,3,0,0,3,3,3,3,4,3,1,3,3,3,3,1,4,5,3,3,4,3,1,2,3, , , , , , , , , , 
 ,4,2,300,4,2,6,3,2020,1.23,4,10,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5, , , , , , , , , , 
 ,4,2,250,1,6,3,3,2020,.62,15,10,2,2,0,5,4,4,4,5,5,4,5,5,4,4,5,4,4,5,5,5,4,4,5,3, , , , , , , , , , 
 ,4,2,75,1,2,1,8,2020,.71,3,5,1,0,0,5,4,3,2,3,4,5,3,4,1,5,4,1,2,5,3,4,4,4,3,5, , , , , , , , , , 
 ,4,2,75,1,2,1,8,2020,.71,31,95,2,0,0,5,5,5,5,3,4,5,3,4,5,5,5,3,4,5,3,5,4,5,5,5, , , , , , , , , , 
 ,3,2,500,1,4,3,3,2020,.99,61,100,2,1,3,4,4,5,4,4,4,3,5,4,4,4,5,4,3,4,5,4,5,5,5,4, , , , , , , , , , 
 ,4,2,100,1,2,3,7,2020,1.38,31,10,3,10,10,4,5,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,5,4,4, , , , , , , , , , 
 ,3,2,250,2,1,1,2,2020,1.85,15,15,1,0,0,5,4,1,4,4,5,4,3,5,5,4,4,2,2,5,4,4,3,3,3,4, , , , , , , , , , 
 ,3,2,600,5,1,3,18,2020,1.65,4,10,4,4,0,5,5,5,5,5,5,5,5,5,3,5,5,5,5,1,5,5,5,5,5,5, , , , , , , , , , 
 ,3,2,400,7,2,1,8,2020,.92,61,30,3,2,1,4,3,4,3,4,3,3,3,5,5,5,3,5,3,3,3,3,3,3,4,3, , , , , , , , , , 
 ,3,2,600,2,2,6,8,2020,.96,10,40,1,0,0,4,3,3,3,3,4,4,3,4,4,3,3,3,4,3,3,3,3,3,3,3, , , , , , , , , , 
 ,4,2,300,1,5,1,2,2020,.52,61,40,2,0,0,5,5,3,4,4,4,3,3,3,2,5,3,3,5,2,4,5,3,3,4,4, , , , , , , , , , 
 ,4,2,800,1,3,3,2,2020,.61,10,45,1,0,1,5,4,4,5,5,4,5,5,5,4,5,4,4,5,2,4,5,4,3,3,4, , , , , , , , , , 
 ,5,2,250,6,4,1,6,2020,.9,61,30,15,0,0,5,3,1,1,5,5,1,3,5,1,5,1,5,5,5,3,5,5,3,3,5, , , , , , , , , , 
 ,3,2,460,5,3,3,3,2020,.87,4,10,1,1,0,5,3,3,1,3,4,5,3,3,1,3,5,5,2,3,5,5,3,1,1,3, , , , , , , , , , 
 ,3,2,400,3,3,1,4,2020,1.72,3,10,1,0,0,5,5,3,1,4,3,3,5,3,3,4,4,3,5,4,3,3,3,3,3,5, , , , , , , , , , 
 ,3,2,400,3,3,1,4,2020,1.72,5,25,2,2,0,5,5,3,1,5,5,5,5,5,3,5,5,5,5,3,5,5,5,5,3,2, , , , , , , , , , 
 ,5,2,900,5,4,1,1,2020,1.21,61,70,5,0,0,5,5,5,5,3,5,5,4,5,3,5,5,5,5,5,5,4,5,3,4,5, , , , , , , , , , 
 ,3,2,190,2,1,1,5,2020,1.95,61,20,100,0,0,5,4,3,3,5,3,3,3,3,3,3,4,3,4,2,3,3,5,3,3,3, , , , , , , , , , 
 ,3,2,300,5,1,2,3,2020,1.37,8,20,1,0,0,4,3,1,1,3,3,3,1,3,1,4,4,1,2,1,2,3,4,3,1,2, , , , , , , , , , 
 ,3,2,300,5,1,2,3,2020,1.37,10,20,1,0,0,4,3,1,1,3,3,3,1,3,1,4,4,1,2,1,2,3,4,3,1,1, , , , , , , , , , 
 ,4,2,780,1,5,3,2,2020,.68,1,10,1,7,3,2,3,2,5,4,4,4,2,4,2,4,5,2,4,5,4,3,1,3,2,2, , , , , , , , , , 
 ,5,2,100,5,2,1,4,2020,.69,61,100,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , 
 ,4,2,250,7,1,1,14,2020,1.2,15,40,3,0,0,5,5,5,5,5,5,2,4,5,5,5,5,5,2,5,4,5,4,5,5,4, , , , , , , , , , 
 ,4,2,600,2,1,2,3,2020,1.83,61,100,1,0,1,5,3,3,3,4,3,3,4,4,3,5,1,5,5,5,3,5,3,2,5,4, , , , , , , , , , 
 ,3,2,500,5,1,3,7,2020,1.73,31,40,15,0,0,5,4,4,5,4,4,5,4,4,5,5,5,5,2,3,3,4,3,3,3,3, , , , , , , , , , 
 ,3,2,1500,1,3,2,2,2020,1.09,14,4,3,3,3,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5, , , , , , , , , , 
 ,3,2,200,3,2,1,5,2020,2.72,61,75,3,0,0,3,3,4,5,5,3,4,4,4,3,4,4,3,4,5,4,5,4,5,4,3, , , , , , , , , , 
 ,3,2,500,3,3,2,2,2020,1.72,31, ,1,1,0,5,5,5,5,5,5,4,3,5,5,5,5,5,4,5,3,5,4,5,3,3, , , , , , , , , , 
 ,3,2,500,3,3,2,2,2020,1.72,61,20,1,1,0,5,5,5,4,5,5,2,3,4,3,5,5,5,5,5,3,5,5,4,3,5, , , , , , , , , , 
 ,4,2,425,1,2,2,6,2020,.81,15,30,2,0,0,5,4,3,5,4,3,2,3,5,5,5,5,2,4,1,3,3,3,4,3,4, , , , , , , , , , 
 ,4,2,150,6,1,1,4,2020,1.42,43, ,1,0,0,5,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3, , , , , , , , , , 
 ,5,2,400,5,5,1,4,2020,.69,7,50,2,0,0,4,4,2,2,4,4,4,4,4,4,5,4,2,4,4,3,4,4,4,5,2, , , , , , , , , , 
 ,5,2,300,6,2,3,2,2020,.94,15,1,1,0,0,4,4,3,3,3,4,3,3,3,4,2,3,3,3,3,3,3,3,3,3,4, , , , , , , , , , 
 ,3,2,300,6,2,3,3,2020,1.91,31,35,1,0,0,4,3,3,3,3,4,4,3,4,2,4,4,3,3,4,3,4,3,4,3,4, , , , , , , , , , 
 ,3,2,300,6,2,3,3,2020,1.91,61,20,3,0,0,4,3,3,3,4,4,2,3,4,2,4,4,3,5,4,3,4,3,4,3,4, , , , , , , , , , 
